Speaker,Filename,id,trial_number,tune,seg_Start,seg_End,Label,t,t_ms,f0,F0_semitones,H1H2c,CPP,H1A3c
demoSpeaker,102_35_rfr,102,35,rfr,0.43,0.69,only,4,0.47,122.956,-0.02089838772323913,3.362,15.52,-18.104
demoSpeaker,102_35_rfr,102,35,rfr,0.43,0.69,only,5,0.48,122.402,-0.0990784587294458,6.429,17.711,5.31
demoSpeaker,102_35_rfr,102,35,rfr,0.43,0.69,only,6,0.49,121.764,-0.1895521395112636,9.899,9.816,5.07
demoSpeaker,102_35_rfr,102,35,rfr,0.43,0.69,only,7,0.5,120.355,-0.39105109764835855,9.62,13.217,16.549
demoSpeaker,102_35_rfr,102,35,rfr,0.43,0.69,only,8,0.51,118.319,-0.6864228621440551,8.548,16.659,7.323
demoSpeaker,102_35_rfr,102,35,rfr,0.43,0.69,only,9,0.52,116.896,-0.8958972670632139,8.604,13.183,9.923
demoSpeaker,102_35_rfr,102,35,rfr,0.43,0.69,only,10,0.53,116.118,-1.0115044919739442,9.853,8.79,10.636
demoSpeaker,102_35_rfr,102,35,rfr,0.43,0.69,only,11,0.54,115.261,-1.1397507342675073,7.971,12.218,17.321
demoSpeaker,102_35_rfr,102,35,rfr,0.43,0.69,only,12,0.55,112.628,-1.5398176178174912,4.876,17.551,12.983
demoSpeaker,102_35_rfr,102,35,rfr,0.43,0.69,only,13,0.56,111.407,-1.728525427163906,3.158,21.394,18.229
demoSpeaker,102_35_rfr,102,35,rfr,0.43,0.69,only,14,0.57,109.843,-1.9732888309394228,2.395,20.314,14.232
demoSpeaker,102_35_rfr,102,35,rfr,0.43,0.69,only,15,0.58,107.833,-2.293019012024561,-1.814,19.702,6.297
demoSpeaker,102_35_rfr,102,35,rfr,0.43,0.69,only,16,0.59,106.782,-2.462582325965659,-8.034,19.311,-3.551
demoSpeaker,102_35_rfr,102,35,rfr,0.43,0.69,only,17,0.6,106.969,-2.432290926181006,-5.999,8.523,3.367
demoSpeaker,102_35_rfr,102,35,rfr,0.43,0.69,only,18,0.61,106.59,-2.493738900130544,0.079,13.102,9.063
demoSpeaker,102_35_rfr,102,35,rfr,0.43,0.69,only,19,0.62,105.645,-2.6479101714331534,3.155,15.351,8.026
demoSpeaker,102_35_rfr,102,35,rfr,0.43,0.69,only,20,0.63,104.419,-2.849993064632493,3.545,9.823,7.808
demoSpeaker,102_35_rfr,102,35,rfr,0.43,0.69,only,21,0.64,103.458,-3.010061544869341,3.399,13.168,8.235
demoSpeaker,102_35_rfr,102,35,rfr,0.43,0.69,only,22,0.65,102.554,-3.1619988713924965,1.614,12.138,8.618
demoSpeaker,102_35_rfr,102,35,rfr,0.43,0.69,only,23,0.66,101.077,-3.4131470299953772,0.525,13.713,7.203
demoSpeaker,102_35_rfr,102,35,rfr,0.43,0.69,only,24,0.67,99.713,-3.648361888097608,1.05,12.878,7.848
demoSpeaker,102_35_rfr,102,35,rfr,0.43,0.69,only,25,0.68,99.689,-3.652529310428199,1.98,9.734,11.497
demoSpeaker,102_35_rfr,102,35,rfr,0.43,0.69,only,26,0.69,100.174,-3.5685067387719727,3.644,15.823,8.999
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,1,0.7,100.333,-3.5410497151767455,4.33,9.696,9.353
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,2,0.71,100.625,-3.490738635438637,5.861,12.68,9.07
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,3,0.72,100.103,-3.5807815004903,5.913,12.192,8.955
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,4,0.73,99.041,-3.7654305975710822,9.56,12.701,8.503
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,5,0.74,114.655,-1.2310127832965785,16.877,14.392,29.455
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,6,0.75,107.52,-2.343343515413963,11.2,9.843,28.436
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,7,0.76,105.475,-2.675790983478525,17.309,10.888,32.135
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,8,0.77,105.999,-2.589996181441293,16.606,12.261,40.073
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,9,0.78,106.625,-2.4880551356429064,14.921,12.123,37.686
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,10,0.79,110.202,-1.916799151550979,10.547,10.506,30.116
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,11,0.8,111.708,-1.6818139317550558,7.411,14.241,29.41
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,12,0.81,108.934,-2.117152290664418,4.772,11.629,9.296
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,13,0.82,106.463,-2.514378529731935,2.888,9.576,-4.915
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,14,0.83,104.887,-2.772573508078898,-0.773,19.752,-7.609
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,15,0.84,103.549,-2.994840580494873,-2.86,17.343,-6.352
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,16,0.85,103.348,-3.028478395768881,-1.45,17.72,-7.188
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,17,0.86,104.914,-2.7681175407972485,3.455,19.156,-2.118
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,18,0.87,108.794,-2.1394161060921735,7.115,20.418,-1.305
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,19,0.88,109.124,-2.0869828355133655,5.019,21.031,1.83
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,20,0.89,109.522,-2.0239556671628662,4.053,22.1,4.864
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,21,0.9,109.87,-1.9690338874849995,3.42,21.115,3.875
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,22,0.91,109.703,-1.9953682857891404,2.147,20.494,7.887
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,23,0.92,110.079,-1.936132803583243,0.27,21.373,3.247
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,24,0.93,111.228,-1.7563639037337966,-0.135,21.388,5.277
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,25,0.94,113.273,-1.440955815869327,1.097,19.899,8.335
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,26,0.95,116.087,-1.0161269812261051,2.97,19.693,11.275
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,27,0.96,119.07,-0.5768844161072174,5.799,18.754,13.421
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,28,0.97,121.969,-0.16042985703432833,10.12,12.787,16.666
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,29,0.98,126.625,0.4881431941512687,11.76,15.796,15.99
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,30,0.99,134.122,1.483946784793335,11.196,17.876,14.53
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,31,1,138.655,2.0593916691909593,5.028,12.936,10.182
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,32,1.01,145.704,2.917881775455492,-0.316,12.854,6.44
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,33,1.02,147.506,3.1306796360047255,5.71,13.924,10.491
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,34,1.03,149.473,3.360014853108739,7.617,16.462,9.1
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,35,1.04,152.57,3.715051702771713,4.864,20.498,8.208
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,36,1.05,155.392,4.03234274766075,4.107,13.383,11.137
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,37,1.06,152.498,3.706879829363345,4.052,18.207,4.129
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,38,1.07,150.359,3.4623306721052107,2.225,18.294,4.37
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,39,1.08,149.18,3.326045548322237,0.639,22.67,1.816
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,40,1.09,147.708,3.154371556610735,0.627,20.422,-0.237
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,41,1.1,145.274,2.866714251931378,0.591,19.345,-0.394
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,42,1.11,142.396,2.5202994129566503,3.916,8.043,4.956
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,43,1.12,140.178,2.248515315100562,2.308,12.227,3.343
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,44,1.13,138.094,1.9892036192370992,2.373,17.169,8.037
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,45,1.14,134.722,1.5612214983106183,4.287,16.302,8.982
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,46,1.15,130.838,1.0547753044530117,6.023,11.832,12.866
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,47,1.16,127.923,0.6647040999816352,7.992,12.27,15.665
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,48,1.17,123.677,0.08032272260672638,9.432,10.378,9.023
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,49,1.18,119.174,-0.5617697981072335,12.058,12.181,8.699
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,50,1.19,117.981,-0.7359495238167191,9.29,17.005,6.893
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,51,1.2,116.002,-1.0288078838755237,8.367,17.559,8.366
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,52,1.21,113.732,-1.3709452424055104,6.843,20.824,7.076
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,53,1.22,111.207,-1.7596328061222175,7.68,21.008,1.754
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,54,1.23,109.589,-2.0133680942064514,6.347,19.428,10.921
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,55,1.24,108.503,-2.185784846520692,3.41,17.729,10.29
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,56,1.25,106.794,-2.460636900579785,-0.985,10.593,4.855
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,57,1.26,104.695,-2.804293506018567,-6.843,10.329,1.4
demoSpeaker,102_35_rfr,102,35,rfr,1.26,1.48,made,1,1.27,102.98,-3.0902339311896,-0.289,12.149,11.269
demoSpeaker,102_35_rfr,102,35,rfr,1.26,1.48,made,2,1.28,101.993,-3.256962350372885,1.751,10.511,11.078
demoSpeaker,102_35_rfr,102,35,rfr,1.26,1.48,made,3,1.29,101.991,-3.2573018346557943,2.473,10.708,12.057
demoSpeaker,102_35_rfr,102,35,rfr,1.26,1.48,made,4,1.3,100.745,-3.4701051636722617,0.476,16.356,10.74
demoSpeaker,102_35_rfr,102,35,rfr,1.26,1.48,made,5,1.31,99.37,-3.7080167924727623,-2.76,9.669,4.732
demoSpeaker,102_35_rfr,102,35,rfr,1.26,1.48,made,6,1.32,99.2,-3.737659725468233,-2.6,10.251,6.096
demoSpeaker,102_35_rfr,102,35,rfr,1.26,1.48,made,7,1.33,99.049,-3.7640322561707023,-1.393,14.032,7.732
demoSpeaker,102_35_rfr,102,35,rfr,1.26,1.48,made,8,1.34,98.76,-3.8146191350457017,-2.326,10.965,5.978
demoSpeaker,102_35_rfr,102,35,rfr,1.26,1.48,made,9,1.35,102.532,-3.165713132651245,-2.131,7.541,3.278
demoSpeaker,102_35_rfr,102,35,rfr,1.26,1.48,made,10,1.36,100.869,-3.4488097130435964,-0.083,8.181,3.916
demoSpeaker,102_35_rfr,102,35,rfr,1.26,1.48,made,11,1.37,99.396,-3.703487639042854,0.472,9.757,4.156
demoSpeaker,102_35_rfr,102,35,rfr,1.26,1.48,made,12,1.38,99.624,-3.663821119510267,0.045,6.901,4.061
demoSpeaker,102_35_rfr,102,35,rfr,1.26,1.48,made,13,1.39,99.67,-3.65582923137803,0.08,10.315,3.23
demoSpeaker,102_35_rfr,102,35,rfr,1.26,1.48,made,14,1.4,99.425,-3.6984372884482,-1.003,9.404,4.255
demoSpeaker,102_35_rfr,102,35,rfr,1.26,1.48,made,15,1.41,99.446,-3.694781057507991,-0.145,10.466,4.342
demoSpeaker,102_35_rfr,102,35,rfr,1.26,1.48,made,16,1.42,99.285,-3.7228319144833857,0.757,8.205,4.781
demoSpeaker,102_35_rfr,102,35,rfr,1.26,1.48,made,17,1.43,98.926,-3.785544246617362,-0.549,15.718,5.952
demoSpeaker,102_35_rfr,102,35,rfr,1.26,1.48,made,18,1.44,99.011,-3.770675383977605,-2.71,11.728,2.566
demoSpeaker,102_35_rfr,102,35,rfr,1.26,1.48,made,19,1.45,98.649,-3.8340880548718994,-4.122,11.491,2.221
demoSpeaker,102_35_rfr,102,35,rfr,1.26,1.48,made,20,1.46,96.547,-4.206963999817194,-2.42,13.216,9.468
demoSpeaker,102_35_rfr,102,35,rfr,1.26,1.48,made,21,1.47,97.56,-4.026264075204878,-3.709,19.444,4.24
demoSpeaker,102_35_rfr,102,35,rfr,1.26,1.48,made,22,1.48,99.936,-3.6096874791605535,-4.22,11.28,7.168
demoSpeaker,102_35_rfr,102,35,rfr,1.48,1.52,a,1,1.49,99.689,-3.652529310428199,4.622,9.352,4.946
demoSpeaker,102_35_rfr,102,35,rfr,1.48,1.52,a,2,1.5,98.16,-3.920118184804225,2.724,10.027,3.91
demoSpeaker,102_35_rfr,102,35,rfr,1.48,1.52,a,3,1.51,97.923,-3.961968081983575,2.23,7.126,6.947
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,5,1.57,95.971,-4.3105588624039575,-0.227,10.473,5.501
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,6,1.58,98.323,-3.891393947619926,-1.822,15.483,8.598
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,7,1.59,96.863,-4.150392938725037,-4.531,14.025,5.979
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,8,1.6,97.72,-3.997894809552009,-2.868,12.875,6.891
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,9,1.61,98.511,-3.8583232281105344,-2.386,10.034,7.018
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,10,1.62,98.263,-3.9019617445301233,-1.477,11.696,5.149
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,11,1.63,98.892,-3.7914953691894127,-3.994,12.943,2.178
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,12,1.64,99.352,-3.711153054483855,-3.079,12.959,3.311
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,13,1.65,99.073,-3.759837909517546,0.42,10.857,3.008
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,14,1.66,99.315,-3.7176016000959695,1.621,11.735,6.129
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,15,1.67,100.36,-3.5363915238490145,2.951,8.705,9.252
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,16,1.68,99.982,-3.601720535947589,-0.34,21.893,4.143
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,17,1.69,98.844,-3.799900438169008,-1.041,13.611,2.464
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,18,1.7,98.259,-3.902666493738581,0.444,10.65,5.284
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,19,1.71,97.681,-4.004805534554455,0.944,12.306,3.047
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,20,1.72,97.243,-4.08260834895567,0.229,9.296,3.901
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,21,1.73,97.889,-3.967980170952568,-1.344,10.23,2.344
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,22,1.74,98.084,-3.9335273890914273,-1.911,8.773,2.849
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,23,1.75,98.723,-3.821106342609391,2.708,11.298,8.029
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,24,1.76,103.233,-3.047753347115671,5.575,11.246,8.507
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,25,1.77,98.915,-3.7874693859524178,1.417,11.185,2.704
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,26,1.78,97.824,-3.9794796847637928,-4.618,17.005,-1.935
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,27,1.79,95.655,-4.367656589789354,1.748,11.134,6.059
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,28,1.8,95.645,-4.369466557432473,5.556,11.585,10.652
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,32,1.84,97.418,-4.051480794879032,-1.256,9.038,10.991
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,33,1.85,97.662,-4.008173297621061,-4.881,10.667,5.672
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,34,1.86,97.142,-4.1005988991206515,0.55,11.927,6.744
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,35,1.87,96.303,-4.250772279140826,-0.256,11.673,9.189
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,36,1.88,101.827,-3.2851622243487215,3.258,9.739,8.622
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,37,1.89,114.068,-1.3198745609020668,17.78,9.022,9.176
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,38,1.9,110.503,-1.8695775868515696,18.966,11.445,10.4
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,39,1.91,108.556,-2.1773304257020185,18.043,8.163,25.024
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,40,1.92,111.706,-1.6821238915694121,12.669,12.982,31.045
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,41,1.93,115.519,-1.1010421312049936,16.259,15.464,26.583
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,45,1.97,112.535,-1.5541187930300129,14.406,12.449,24.196
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,46,1.98,112.782,-1.5161620492945862,10.029,13.337,22.895
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,47,1.99,113.496,-1.4069066012599063,15.872,11.207,21.335
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,48,2,114.039,-1.3242765115386923,8.637,11.742,20.579
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,49,2.01,114.118,-1.3122876183342755,9.491,9.372,14.294
demoSpeaker,110_33_rfr,110,33,rfr,0.43,0.72,only,5,0.48,129.217,0.8389465959033111,6.24,17.937,-8.949
demoSpeaker,110_33_rfr,110,33,rfr,0.43,0.72,only,6,0.49,129.798,0.9166138097330232,12.65,14.066,7.652
demoSpeaker,110_33_rfr,110,33,rfr,0.43,0.72,only,7,0.5,128.635,0.7607947935041647,14.547,12.908,11.947
demoSpeaker,110_33_rfr,110,33,rfr,0.43,0.72,only,8,0.51,125.445,0.3260555914631587,14.268,6.551,29.287
demoSpeaker,110_33_rfr,110,33,rfr,0.43,0.72,only,9,0.52,122.773,-0.04668418342087442,13.029,10.144,11.896
demoSpeaker,110_33_rfr,110,33,rfr,0.43,0.72,only,10,0.53,121.184,-0.27221325679440067,13.847,12.215,15.681
demoSpeaker,110_33_rfr,110,33,rfr,0.43,0.72,only,11,0.54,120.399,-0.3847231197948613,11.879,10.642,27.552
demoSpeaker,110_33_rfr,110,33,rfr,0.43,0.72,only,12,0.55,119.235,-0.5529106292589459,11.834,17.217,18.03
demoSpeaker,110_33_rfr,110,33,rfr,0.43,0.72,only,13,0.56,118.008,-0.7319880409061792,10.903,14.799,19.86
demoSpeaker,110_33_rfr,110,33,rfr,0.43,0.72,only,14,0.57,116.802,-0.9098243019020666,9.95,12.248,15.872
demoSpeaker,110_33_rfr,110,33,rfr,0.43,0.72,only,15,0.58,115.801,-1.0588314928086358,9.87,16.232,26.911
demoSpeaker,110_33_rfr,110,33,rfr,0.43,0.72,only,16,0.59,114.847,-1.2020459756027129,8.911,15.244,28.454
demoSpeaker,110_33_rfr,110,33,rfr,0.43,0.72,only,17,0.6,113.408,-1.420335064747214,7.313,8.499,27.773
demoSpeaker,110_33_rfr,110,33,rfr,0.43,0.72,only,18,0.61,111.723,-1.6794894100212754,5.021,9.972,22.259
demoSpeaker,110_33_rfr,110,33,rfr,0.43,0.72,only,19,0.62,110.032,-1.943526164346018,2.017,11.391,8.605
demoSpeaker,110_33_rfr,110,33,rfr,0.43,0.72,only,20,0.63,109.248,-2.067321611074576,-1.254,10.405,5.26
demoSpeaker,110_33_rfr,110,33,rfr,0.43,0.72,only,21,0.64,108.499,-2.186423083605795,-12.764,14.292,-11.076
demoSpeaker,110_33_rfr,110,33,rfr,0.43,0.72,only,22,0.65,107.191,-2.3963986870555125,-1.903,18.255,2.266
demoSpeaker,110_33_rfr,110,33,rfr,0.43,0.72,only,23,0.66,105.407,-2.6869558927089714,3.234,19.148,5.416
demoSpeaker,110_33_rfr,110,33,rfr,0.43,0.72,only,24,0.67,103.839,-2.9464232948789353,5.966,19.664,9.877
demoSpeaker,110_33_rfr,110,33,rfr,0.43,0.72,only,25,0.68,103.961,-2.9260950390316274,6.505,19.019,9.239
demoSpeaker,110_33_rfr,110,33,rfr,0.43,0.72,only,26,0.69,104.88,-2.7737289460980317,4.702,18.545,9.132
demoSpeaker,110_33_rfr,110,33,rfr,0.43,0.72,only,27,0.7,102.548,-3.163011772709634,2.605,21.907,9.117
demoSpeaker,110_33_rfr,110,33,rfr,0.43,0.72,only,28,0.71,102.196,-3.2225392788316043,-0.116,17.23,5.499
demoSpeaker,110_33_rfr,110,33,rfr,0.43,0.72,only,29,0.72,100.969,-3.4316550227402765,2.56,14.783,8.874
demoSpeaker,110_33_rfr,110,33,rfr,0.72,1.29,harmony,1,0.73,101.262,-3.381489426831996,8.07,12.362,12.293
demoSpeaker,110_33_rfr,110,33,rfr,0.72,1.29,harmony,2,0.74,104.923,-2.766632473201815,12.345,14.254,10.051
demoSpeaker,110_33_rfr,110,33,rfr,0.72,1.29,harmony,3,0.75,103.937,-2.930092154671238,13.144,12.295,9.964
demoSpeaker,110_33_rfr,110,33,rfr,0.72,1.29,harmony,4,0.76,102.851,-3.111934182519084,11.531,13.334,28.543
demoSpeaker,110_33_rfr,110,33,rfr,0.72,1.29,harmony,5,0.77,103.579,-2.9898256117957898,7.341,15.571,10.387
demoSpeaker,110_33_rfr,110,33,rfr,0.72,1.29,harmony,6,0.78,104.161,-2.892821582463216,8.862,11.801,16.769
demoSpeaker,110_33_rfr,110,33,rfr,0.72,1.29,harmony,7,0.79,107.28,-2.3820303259053985,14.511,10.163,22.587
demoSpeaker,110_33_rfr,110,33,rfr,0.72,1.29,harmony,8,0.8,110.35,-1.89356447875537,23.239,11.199,28.566
demoSpeaker,110_33_rfr,110,33,rfr,0.72,1.29,harmony,9,0.81,108.923,-2.118900554393002,34.009,14.204,30.284
demoSpeaker,110_33_rfr,110,33,rfr,0.72,1.29,harmony,10,0.82,105.806,-2.6215467363334803,19.781,5.574,33.235
demoSpeaker,110_33_rfr,110,33,rfr,0.72,1.29,harmony,11,0.83,106.33,-2.5360196700428346,10.317,12.49,31.902
demoSpeaker,110_33_rfr,110,33,rfr,0.72,1.29,harmony,12,0.84,108.58,-2.1735033664076777,3.765,14.803,18.75
demoSpeaker,110_33_rfr,110,33,rfr,0.72,1.29,harmony,13,0.85,105.952,-2.5976741826434417,0.408,16.398,-0.704
demoSpeaker,110_33_rfr,110,33,rfr,0.72,1.29,harmony,14,0.86,103.191,-3.054798248005506,-1.213,20.377,-3.68
demoSpeaker,110_33_rfr,110,33,rfr,0.72,1.29,harmony,15,0.87,102.929,-3.0988098495135095,0.955,23.223,-3.95
demoSpeaker,110_33_rfr,110,33,rfr,0.72,1.29,harmony,16,0.88,103.837,-2.9467567439147646,3.769,21.428,-0.989
demoSpeaker,110_33_rfr,110,33,rfr,0.72,1.29,harmony,17,0.89,104.73,-2.798506881472168,4.377,19.324,2.695
demoSpeaker,110_33_rfr,110,33,rfr,0.72,1.29,harmony,18,0.9,104.511,-2.8347464707677124,3.137,19.887,5.549
demoSpeaker,110_33_rfr,110,33,rfr,0.72,1.29,harmony,19,0.91,104.88,-2.7737289460980317,0.921,22.939,5.353
demoSpeaker,110_33_rfr,110,33,rfr,0.72,1.29,harmony,20,0.92,105.273,-2.7089784286741816,-0.19,19.73,5.426
demoSpeaker,110_33_rfr,110,33,rfr,0.72,1.29,harmony,21,0.93,106.429,-2.519908277976934,1.952,19.472,6.634
demoSpeaker,110_33_rfr,110,33,rfr,0.72,1.29,harmony,22,0.94,108.311,-2.2164467986372176,3.18,20.497,8.518
demoSpeaker,110_33_rfr,110,33,rfr,0.72,1.29,harmony,23,0.95,110.756,-1.82998575959854,3.503,19.43,12.684
demoSpeaker,110_33_rfr,110,33,rfr,0.72,1.29,harmony,24,0.96,114.996,-1.179599878967515,4.804,15.967,16.216
demoSpeaker,110_33_rfr,110,33,rfr,0.72,1.29,harmony,25,0.97,119.609,-0.49869264065108826,7.245,9.677,20.823
demoSpeaker,110_33_rfr,110,33,rfr,0.72,1.29,harmony,26,0.98,123.21,0.01482820364345864,11.404,15.496,23.267
demoSpeaker,110_33_rfr,110,33,rfr,0.72,1.29,harmony,27,0.99,129.773,0.9132790110567052,14.46,15.643,21.706
demoSpeaker,110_33_rfr,110,33,rfr,0.72,1.29,harmony,28,1,132.96,1.3333034124850511,12.176,13.843,20.223
demoSpeaker,110_33_rfr,110,33,rfr,0.72,1.29,harmony,29,1.01,136.303,1.7632037566721477,6.084,17.104,15.709
demoSpeaker,110_33_rfr,110,33,rfr,0.72,1.29,harmony,30,1.02,139.405,2.1527836483023983,-1.018,15.159,6.547
demoSpeaker,110_33_rfr,110,33,rfr,0.72,1.29,harmony,31,1.03,144.273,2.747011945422865,1.596,13.383,7.929
demoSpeaker,110_33_rfr,110,33,rfr,0.72,1.29,harmony,32,1.04,147.061,3.0783723688701663,5.874,11.144,9.51
demoSpeaker,110_33_rfr,110,33,rfr,0.72,1.29,harmony,33,1.05,150.64,3.494654826611651,5.817,12.743,11
demoSpeaker,110_33_rfr,110,33,rfr,0.72,1.29,harmony,34,1.06,152.503,3.707447445223366,4.518,14.317,12.535
demoSpeaker,110_33_rfr,110,33,rfr,0.72,1.29,harmony,35,1.07,152.303,3.684728282247286,5.193,12.239,6.031
demoSpeaker,110_33_rfr,110,33,rfr,0.72,1.29,harmony,36,1.08,151.464,3.5890951778815428,7.136,13.949,8.842
demoSpeaker,110_33_rfr,110,33,rfr,0.72,1.29,harmony,37,1.09,152.419,3.697909027936304,3.897,17.146,4.212
demoSpeaker,110_33_rfr,110,33,rfr,0.72,1.29,harmony,38,1.1,149.597,3.3743708924564273,4.514,14.136,5.954
demoSpeaker,110_33_rfr,110,33,rfr,0.72,1.29,harmony,39,1.11,144.077,2.7234765248661583,4.735,17.006,12.04
demoSpeaker,110_33_rfr,110,33,rfr,0.72,1.29,harmony,40,1.12,141.161,2.369494631550064,3.244,17.175,5.718
